Gene,Ara_plusAnc,Ara_plus1Ev,Ara_minusAnc,Ara_minus1Ev,Ara_minusspoTAnc,Ara_minusAnc
yhaM,-3.95140996,-3.910413344,-3.861724238,-3.886402988,-3.85347266,-3.844910859
yrfA,-3.536216738,-3.802241751,-3.477732342,-3.761063111,-3.532650607,-3.497197749
o135,-4.479591315,-4.847788393,-4.49625497,-4.773416389,-4.283024617,-4.359446282
yjbL,-4.4077849,-4.491998801,-4.402692098,-4.444995595,-4.296794805,-4.327863694
yjhK,-3.56470788,-3.473723401,-3.565487404,-3.497874018,-3.521958808,-3.541937807
moeB,-3.777905254,-3.986480191,-3.755563591,-3.87024062,-3.821626186,-3.846230692
b3122,-3.99093199,-4.038520313,-3.985768531,-4.043557048,-3.806027505,-3.850316316
yhgG,-3.6440415,-4.004744462,-3.342380291,-3.783505523,-3.545516261,-3.435015637
yieE,-3.071611674,-3.392565022,-2.985446131,-3.281159792,-3.245585029,-3.295209122
yjcC,-3.485626046,-3.617049472,-3.485282091,-3.469836607,-3.442248455,-3.451883525
b1196,-3.866512941,-3.945941113,-3.917395885,-3.892366858,-3.888520845,-3.893797134
b1447,-6.511290475,-5.74378588,-6.501542741,-5.001401993,-5.868975706,-6.136618174
ydhA,-3.947728377,-3.963341367,-3.979631825,-3.888751931,-3.949844378,-3.9519753
b1807,-3.670969706,-3.797507965,-3.751203123,-3.891198393,-3.670225159,-3.708754814
b2101,-3.521276826,-3.437914607,-3.575135216,-3.490217678,-3.385714074,-3.3315971
b2374,-3.51357495,-3.608579685,-3.505376494,-3.450156997,-3.49522157,-3.47448314
b2636,-3.835621376,-3.855429741,-3.775875588,-3.73338943,-3.809357312,-3.814640346
b2898,-3.416848886,-3.519042023,-3.444237306,-3.313744625,-3.47364838,-3.453857017
b1337,-3.435566913,-3.518443835,-3.416332639,-3.413357303,-3.446421061,-3.440849689
ydeI,-3.24005986,-3.36285907,-3.263614512,-3.221576425,-3.314173743,-3.288403668
ydiA,-3.586685152,-3.657937874,-3.595688441,-3.542125027,-3.564818987,-3.558777532
b1877,-4.049070575,-4.184378383,-4.098609953,-4.055079489,-4.092487632,-4.08792857
yehI,-4.097312797,-4.170108468,-4.130289713,-3.97757703,-3.966644209,-3.886693366
b2389,-3.147703293,-3.411890821,-3.12109432,-3.039087236,-2.989798163,-2.969051811
b2646,-4.356677818,-4.54448247,-4.401462357,-4.290234766,-4.322485879,-4.360117186
yggF,-3.430725809,-3.524708327,-3.405581552,-3.326494391,-3.425396885,-3.417939066
b1354,-3.713535287,-3.737378239,-3.738417595,-3.626439994,-3.706873553,-3.783666862
b1549,-3.979248631,-4.077328271,-4.002987826,-3.942964138,-4.103572995,-4.16219322
b1725,-3.457527083,-3.570774611,-3.45447523,-3.379155648,-3.477432043,-3.542067234
yecA,-3.744253314,-3.874068572,-3.764466168,-3.724382614,-3.726358768,-3.795526588
yehU,-2.916911186,-3.160715453,-2.773923842,-2.939200962,-3.182814419,-3.183145251
b2420,-4.12350063,-4.505855695,-4.199138127,-4.173889766,-4.150781219,-4.145033504
b2656,-4.430996745,-5.095127537,-4.232661649,-4.469654426,-4.563556374,-4.522525909
b2948,-3.448194766,-3.565884705,-3.432699605,-3.361109611,-3.489174412,-3.458863921
b1365,-3.746576075,-4.427664576,-3.776883878,-3.731495536,-3.665502541,-3.699007593
b1559,-3.353861039,-3.425238031,-3.348926252,-3.302762163,-3.450746323,-3.495589557
b1742,-3.369501575,-3.593711404,-3.387545322,-3.297608505,-3.358778326,-3.330546697
yedG,-3.675126415,-3.928935496,-3.653836199,-3.599568904,-3.677569816,-3.559164129
yeiB,-3.355009578,-3.468370848,-3.410158298,-3.31908139,-3.411217671,-3.434836286
b2443,-3.798279501,-3.911071632,-3.830509998,-3.717167687,-3.871677149,-3.895336419
ygaC,-4.441918334,-4.45477916,-4.43795343,-4.412746939,-4.360608906,-4.377864749
yggZ,-3.266278577,-3.444376065,-3.326324642,-3.155917044,-3.180471233,-3.077363999
b1382,-4.206421437,-4.244789961,-4.205420287,-4.278633521,-4.260081653,-4.299718024
ydfA,-3.037782097,-2.951890032,-2.920928926,-3.100086444,-3.223434212,-3.233698722
b1753,-3.762893539,-3.862978505,-3.7657737,-3.674704854,-3.76274406,-3.783846152
b1955,-3.765431207,-3.911684128,-3.770506059,-3.847463047,-3.967768077,-3.950056168
yejA,-3.332241202,-3.426734993,-3.293721709,-3.407315632,-3.379191446,-3.310292198
b2451,-3.440632739,-3.528205867,-3.427075024,-3.399525163,-3.390302054,-3.374041858
b2689,-3.538564721,-3.75186568,-3.623796866,-3.714105111,-3.631674388,-3.633617603
b2986,-3.505891532,-3.715795053,-3.580406161,-3.577859787,-3.427924998,-3.362861439
b1398,-3.746004725,-3.846474778,-3.699419399,-3.755297113,-3.774939298,-3.794772269
b1585,-3.34908154,-3.413329756,-3.356034508,-3.305307994,-3.398229661,-3.421349905
b1771,-3.622487401,-3.741058801,-3.55538415,-3.755226292,-3.704877703,-3.704914887
b1965,-3.286059771,-3.692976755,-3.521931711,-4.104886144,-3.945137383,-3.845784992
b2005,-3.088976775,-3.048644493,-2.912180941,-3.673701073,-3.350121545,-3.382581645
b2273,-3.885367522,-3.969807323,-3.951734515,-3.996945769,-3.859788588,-3.870816165
yfhB,-4.017427834,-4.044591794,-4.042749417,-4.06049843,-3.914509725,-3.920168248
ygdE,-3.505006573,-3.578412676,-3.525949162,-3.449169671,-3.486452382,-3.462634728
yojH,-3.131354098,-3.241880564,-3.134028119,-3.169903758,-3.147143249,-3.173000352
yffH,-3.895291904,-4.019194816,-3.927447825,-3.925053728,-3.866860192,-3.863128844
ygbB,-3.779643907,-3.958648197,-3.870620318,-3.967240329,-3.773011393,-3.789116886
yghB,-3.692989585,-3.825286731,-3.722942566,-3.689893487,-3.684379405,-3.699897691
b1410,-3.411582472,-3.546449939,-3.42325956,-3.460654233,-3.355628193,-3.356054498
b1600,-3.394663955,-3.501365869,-3.381415341,-3.401011165,-3.457218241,-3.456697121
b1785,-3.849898518,-3.932533318,-3.86792556,-3.803531534,-3.79380565,-3.815167979
b1974,-3.863253312,-4.17563543,-3.932204725,-4.290865082,-3.843546904,-3.861977006
yfaA,-3.246884602,-3.395514632,-3.26465705,-3.309644664,-3.181244384,-3.203066877
b2503,-4.289990976,-4.520353526,-4.068716216,-4.442096645,-3.904396233,-3.965875614
b2759,-4.162193059,-4.193300448,-4.177096326,-4.173765523,-4.294899749,-4.281240003
b3023,-3.804668918,-3.909253007,-3.688181099,-3.75886068,-3.742589837,-3.741800644
b1431,-3.839759724,-3.985226597,-3.800349726,-3.768022657,-3.860321808,-3.874423413
b1626,-4.017650088,-4.113994217,-4.021063264,-3.987776964,-4.096755961,-4.08745754
b1793,-3.674737541,-3.842428218,-3.706502413,-3.616829076,-3.641918955,-3.616979046
yi52_,-2.89496546,-3.172794666,-2.927793296,-2.758652653,-3.009927913,-3.01478056
b2251,-4.335826696,-4.445144441,-4.306679078,-4.286596316,-4.227428124,-4.276415002
yfhF,-4.09973578,-4.465885243,-4.149234966,-4.115451135,-4.040955837,-4.055794805
b2778,-3.584576224,-3.618317952,-3.573173633,-3.456277436,-3.450805083,-3.445013764
ygiD,-3.496745261,-3.628350522,-3.495490949,-3.392872488,-3.445939489,-3.459472166
b1228,-3.44480716,-3.487891633,-3.36060013,-3.409387445,-3.449645992,-3.44498548
b1462,-3.382884478,-3.462613051,-3.404157999,-3.322616771,-3.412026791,-3.398454872
b1648,-5.763094529,-5.778886955,-5.979075678,-5.437183861,-7.074103962,-6.644204978
b1821,-3.821434071,-4.049623352,-3.864327239,-3.873180735,-3.758098484,-3.750596227
yefI,-3.531656312,-3.544755249,-3.536608406,-3.405847711,-3.599177162,-3.581418604
b2305,-3.868392372,-3.993050314,-3.838715698,-3.766125219,-3.753128565,-3.761329219
yfiM,-3.836455568,-4.185936974,-3.923707323,-3.955720916,-3.78824786,-3.777787657
b2834,-3.518488053,-3.66461929,-3.554720738,-3.446713427,-3.497280084,-3.466372878
yciB,-3.724539733,-3.880144318,-3.723223606,-3.641104727,-3.641475298,-3.597689736
b1490,-4.766871743,-5.482742485,-4.754507105,-4.92457868,-4.471083456,-4.472937915
b1667,-4.287903095,-4.433079363,-4.373612179,-4.439808668,-4.341627808,-4.337084126
b1834,-3.889479491,-4.47356612,-3.866095488,-4.003342507,-3.860397248,-3.824066491
b2057,-3.564493739,-3.618119777,-3.548969279,-3.441796578,-3.532346174,-3.531228619
b2340,-3.969107664,-4.219397672,-4.02849108,-3.97526089,-3.987318713,-3.985622663
b2611,-3.771333842,-3.820865217,-3.793898752,-3.705150553,-3.696259501,-3.672244066
b2856,-4.536292172,-4.980843561,-4.5278832,-4.56709186,-4.657547199,-4.647688458
b1279,-3.505717778,-3.739926621,-3.477180336,-3.482058536,-3.449080595,-3.397310913
b1506,-3.910363438,-3.966260238,-3.911946018,-3.912069616,-4.002910068,-4.036382918
b1675,-3.546463094,-3.996022924,-3.613133574,-3.428216279,-3.30716359,-3.288542012
yebE,-3.986398901,-4.152869469,-4.017104438,-4.053310105,-3.963936953,-3.968595796
b2080,-4.320382866,-4.439283585,-4.345332742,-4.31953103,-4.31582612,-4.317737585
b2357,-3.481879549,-3.864481201,-3.484951956,-3.574950127,-3.619081071,-3.662946668
b2626,-4.110443939,-4.370027492,-4.087200119,-4.079442801,-4.011876512,-3.911634981
b2873,-3.293756225,-3.400912562,-3.312946007,-3.148418322,-3.28473632,-3.282883084
b1316,-3.773970779,-4.441709172,-3.834144293,-3.94342202,-3.847642273,-3.91222412
b1520,-3.285709613,-3.460034506,-3.283153222,-3.102565871,-3.208699502,-3.191261204
b1686,-3.480326862,-3.63463667,-3.528534184,-3.384489906,-3.349896929,-3.325861479
yebB,-3.833718894,-4.056721535,-3.842117615,-3.788328056,-3.893800259,-3.862645709
ygjE,-3.389109652,-3.381869755,-3.373045618,-3.371571211,-3.306179226,-3.313231324
yheJ,-3.935492169,-3.953121772,-3.929873372,-3.911065049,-3.760135873,-3.845677147
rhsA,-3.441640335,-3.512666947,-3.489460081,-3.455276783,-3.1876663,-3.211687045
yijF,-3.755981371,-3.795715281,-3.809980208,-3.739767384,-3.673878824,-3.702680833
yjiG,-3.652179316,-3.771145025,-3.733621377,-3.579960581,-3.692409953,-3.64263803
b1446,-3.63814315,-3.814890725,-3.724969078,-3.620682923,-3.7822131,-3.69566659
yhbO,-3.778736868,-3.935448701,-3.830913259,-3.591612882,-3.689524978,-3.631101659
yhhW,-3.871710389,-4.022079685,-3.716179107,-3.687494423,-3.643207422,-3.558590198
yifE,-3.980587322,-4.192491874,-4.163062375,-3.969531999,-3.97189358,-3.972780503
b4103,-4.800062144,-5.009892696,-4.961186575,-4.851658345,-4.564933043,-4.603605513
yjiQ,-3.777569845,-3.793189748,-3.794417823,-3.674845161,-3.73566707,-3.767382492
b3346,-4.076023749,-4.59490747,-4.194848036,-4.22951576,-3.988537324,-3.987162365
yhbE,-3.525650585,-3.732656443,-3.511043391,-3.472955514,-3.453192906,-3.485674524
b3466,-4.486218077,-5.226446919,-4.798856425,-4.756134056,-4.372110571,-4.436012082
yigE,-3.508056267,-4.13938765,-3.825870044,-3.61656853,-3.504152077,-3.472174268
yjdK,-4.97741692,-5.125520638,-5.112221395,-4.989890585,-4.669457683,-4.683221737
yjjB,-3.815906797,-3.818008589,-3.82733624,-3.709056778,-3.795197322,-3.804400136
yrbK,-3.587335008,-3.755770602,-3.654410533,-3.588019891,-3.659366741,-3.662335705
yhhJ,-3.502774675,-3.597015073,-3.556646417,-3.434634255,-3.411686049,-3.415027189
yigM,-3.363463601,-3.50150679,-3.47585676,-3.323598123,-3.285727333,-3.300193036
yjeO,-3.980501105,-4.043996709,-4.028351253,-3.868346293,-4.036482211,-4.065601656
yjjX,-3.413107128,-3.501585147,-3.445762024,-3.199966824,-3.261821385,-3.274304596
yhcE,-3.707923245,-3.93376007,-3.634441061,-3.583916735,-3.769442627,-3.786552299
yhiR,-3.855679989,-3.959774319,-3.899294492,-3.827359991,-3.735883596,-3.735343136
yigW_,-3.509990675,-3.690015993,-3.601489107,-3.50178861,-3.442806263,-3.45983177
vacB,-3.871152643,-3.987848833,-3.930459013,-3.925231694,-3.735596509,-3.788669663
b4405,-3.485257429,-3.528091865,-3.506362106,-3.413760844,-3.479699604,-3.473590209
yhcP,-3.374218732,-3.409586896,-3.38845883,-3.311411711,-3.334666773,-3.330455998
b3524,-3.71683745,-3.932386823,-3.763148237,-3.747473414,-3.512262461,-3.519883136
b3865,-3.940083152,-4.109011375,-4.02777498,-4.08904947,-3.930624195,-3.942179698
yjfP,-3.372841362,-3.457292074,-3.460188121,-3.317419128,-3.265303645,-3.266603961
b4250,-4.309253668,-4.400155794,-4.234097642,-4.395854559,-4.423557091,-4.474368954
kdgK,-3.391436848,-3.669861809,-3.505232449,-3.564912899,-3.4762267,-3.414696957
yhdT,-3.834327104,-4.047625396,-3.832249146,-4.114014814,-4.043978397,-4.073058911
b3537,-3.9131154,-4.18551807,-4.06307014,-4.241588004,-3.9467456,-3.998569288
yiiE,-4.460687277,-4.915949119,-4.374345325,-5.353623396,-4.041583338,-4.112066192
ytfA,-3.125723192,-3.06075195,-3.226356264,-3.259076412,-2.781549396,-2.750118199
fmu,-3.943156961,-4.116598002,-4.00063143,-3.914904725,-3.803837326,-3.838541459
yiaA,-4.250372659,-4.510805446,-4.2974653,-4.239620683,-4.138593399,-4.244098
yiiP,-3.499143412,-3.767084379,-3.563409674,-3.520175692,-3.471738858,-3.511147324
ytfK,-4.576311178,-4.970798861,-4.702575721,-4.627837116,-4.41555228,-4.536128882
ygjO,-3.534673621,-3.635304074,-3.536287096,-3.492540142,-3.464639365,-3.466110215
yheR,-4.017513069,-4.206446793,-3.880786937,-3.891338585,-3.840263942,-3.848750911
yibO,-3.249605927,-3.367136108,-3.357032883,-3.250496646,-3.233177328,-3.241779906
yjaG,-3.828294423,-3.916472061,-3.913362341,-3.794700588,-3.800598233,-3.797416357
yjgQ,-3.370710309,-3.383658966,-3.432433209,-3.311630279,-3.308092555,-3.296662476
rbsC,-3.426455129,-4.151433028,-3.803673733,-3.92212864,-3.518833771,-3.536853964
yqjC,-3.745156124,-4.098471553,-3.825348379,-3.902003737,-3.793153616,-3.755028391
yhfP,-3.590323238,-4.144591753,-3.481816523,-3.608299512,-3.515809814,-3.46635572
yicN,-3.899541285,-4.109160189,-3.997585181,-3.92593103,-3.843947695,-3.839565951
yjbF,-4.011531075,-4.502552449,-4.18443515,-4.072102874,-3.812219281,-3.707654684
yjhB,-3.245872845,-3.295811349,-3.30020068,-3.197702946,-3.220480346,-3.216908677
baeS,-3.243805785,-3.408763206,-3.307840658,-3.237876867,-3.234834501,-3.221740304
yhaN,-3.903190393,-4.073810822,-3.874836418,-3.818760756,-3.636774908,-3.588481429
yrfB,-3.351712256,-3.847961339,-3.359881109,-3.384129361,-3.394366045,-3.34225838
yidR,-3.553931052,-3.641503588,-3.601636579,-3.470768357,-3.451750581,-3.449155251
yjbM,-3.932465307,-4.460237005,-4.072266606,-3.912216592,-3.732362141,-3.784275957
yjhL,-3.560783356,-3.567320478,-3.565554543,-3.443862231,-3.512840646,-3.486708136
b0823,-3.895872833,-4.040349994,-3.866389432,-3.895501108,-3.832470838,-3.857317082
yhaD,-3.559892789,-3.72720103,-3.521142233,-3.513031488,-3.549225305,-3.543236164
yhgA,-3.570955104,-3.769032604,-3.62006883,-3.547555151,-3.509854305,-3.438792232
b3713,-3.440724936,-3.557097167,-3.491506038,-3.344964515,-3.441958182,-3.435225313
yjcD,-3.053824395,-3.457757481,-3.090318268,-2.919327651,-2.940885322,-2.915868595
ychF,-3.627402833,-3.743286095,-3.73884828,-3.751120751,-3.692373108,-3.705752844
b1450,-4.960735886,-4.980223739,-4.973662641,-5.238534597,-4.658221487,-4.71610514
b1640,-3.163815071,-3.220092135,-3.279362249,-3.31711034,-3.017920248,-3.016035868
b1809,-4.142665238,-4.344941772,-4.403397353,-4.458158179,-4.059750522,-3.906634127
b2102,-3.517365382,-3.725367974,-3.647837486,-3.439446782,-3.58173988,-3.570922266
b2375,-3.865053934,-4.137229802,-4.083332178,-3.781127366,-3.85074534,-3.813040702
b2637,-3.745667848,-4.149237455,-4.023299542,-3.656511654,-3.856257062,-3.813485358
b2900,-3.993239734,-4.137608202,-4.116491287,-3.887721623,-4.03794399,-4.075801846
b1340,-3.940217917,-4.130144449,-3.998113028,-3.8865737,-3.894753213,-3.885841147
ydeJ,-3.793726032,-3.909888419,-3.881739382,-3.685017839,-3.82625854,-3.822543112
ydiE,-4.05989737,-4.38331298,-4.237290788,-4.006990353,-4.046663742,-4.016187397
b1878,-3.879826421,-4.159804942,-4.097823758,-3.874653904,-3.963878654,-3.940286033
yehL,-3.189085511,-3.554517021,-3.550620156,-2.936202288,-2.837863174,-2.768994972
b2390,-3.825668904,-4.29258227,-4.195763131,-3.870923109,-3.909693819,-3.916561852
b2648,-4.909984672,-5.033649953,-5.070412265,-4.890733353,-5.056000912,-5.084559709
b2932,-3.982524062,-4.123153072,-4.115225711,-3.861283235,-3.946870104,-3.943754691
b1355,-4.335602493,-4.628825789,-5.084805478,-4.40653684,-4.405667523,-4.472178238
b1550,-4.816023864,-5.615453626,-5.650056998,-5.213345092,-5.002102268,-5.067630688
b1726,-3.814954207,-3.979473067,-3.965306995,-3.734618923,-3.840216037,-3.876818574
yecF,-4.636782423,-4.892803019,-4.779105586,-4.454425565,-4.702355195,-4.767931994
yehV,-3.795179897,-3.883967129,-3.8925167,-3.665606444,-3.797963925,-3.887300215
b2427,-4.328866185,-4.819883023,-4.69059266,-4.26167954,-4.288200067,-4.335886032
b2658,-4.167473581,-4.737769252,-4.678398994,-4.092450018,-3.9820337,-3.994018457
b2949,-3.996754157,-4.248158253,-4.25111893,-3.962151669,-4.022612955,-4.059783881
b1366,-4.116950194,-4.55689998,-4.279548801,-3.992120284,-4.122139158,-4.226581444
b1560,-3.207122474,-3.265934956,-3.275972505,-3.089263632,-3.212084708,-3.236393832
b1743,-3.856000214,-3.935101039,-3.9249976,-3.660701742,-3.717626104,-3.736318385
b1932,-4.286856598,-4.497461558,-4.446691921,-4.08022577,-4.245719615,-4.247142318
yeiH,-3.667331794,-3.751078844,-3.725143537,-3.564011266,-3.624614706,-3.656954857
b2444,-4.240472162,-4.377902407,-4.278013347,-4.10969147,-4.289343415,-4.333923478
b2672,-4.276164067,-4.339675596,-4.261316456,-4.194944748,-4.161949809,-4.206981547
b2969,-3.602136825,-3.706314637,-3.64947652,-3.461376924,-3.548995237,-3.573323937
b1383,-3.946220238,-4.060554412,-4.000177572,-3.907879093,-3.974841851,-4.033069355
ydfB,-3.675005291,-3.759904893,-3.669658939,-3.568459656,-3.706351893,-3.735681901
b1754,-3.507053183,-3.565991287,-3.575750204,-3.379385481,-3.464302353,-3.49809332
b1956,-3.344995795,-3.412937645,-3.406683656,-3.185318131,-3.388482989,-3.396650188
yejB,-3.42824134,-3.519819352,-3.474943449,-3.306467283,-3.437081538,-3.445369696
cchB,-4.204244579,-4.287966527,-4.25305994,-4.180793978,-4.136987103,-4.108671233
b2690,-3.644905001,-3.783981059,-3.751464672,-3.482423889,-3.464006899,-3.451342825
b2989,-3.042247346,-3.225914641,-3.179815664,-2.858774872,-3.063789374,-3.095505754
b1399,-3.767247489,-3.842905298,-3.785258186,-3.680034778,-3.779411312,-3.781043045
b1586,-3.616282456,-3.676366194,-3.69138722,-3.479815624,-3.525191221,-3.513139168
b1775,-3.716968982,-3.812803555,-3.796158682,-3.618493303,-3.681856479,-3.707052854
b1966,-2.787070339,-3.190601666,-3.152077023,-3.527048866,-3.478061862,-3.381353446
b2006,-4.13953286,-4.282871423,-4.342838133,-4.240043794,-4.035782173,-4.051722087
b2274,-4.057148203,-4.305256618,-4.388547466,-4.2096962,-4.317334501,-4.272562552
yfhH,-3.708916578,-3.88188064,-3.911376178,-3.784004047,-3.757022907,-3.635980019
ygdD,-3.949324582,-4.033065088,-4.105592243,-3.934494361,-3.989635347,-3.894741248
yojL,-3.633159053,-3.701131567,-3.672227265,-3.478921987,-3.556572057,-3.563313079
yffB,-4.031773405,-4.238656071,-4.235698202,-4.012073205,-3.924740117,-3.948557273
b2747,-3.342351377,-3.360313715,-3.413616618,-3.219052014,-3.349433355,-3.372965283
b3012,-3.420921298,-3.512640278,-3.475287493,-3.236150021,-3.259768971,-3.253403897
ydcF,-3.930262645,-4.037643495,-3.9250069,-3.835240846,-3.876619042,-3.877758821
b1601,-3.601417117,-3.710739926,-3.687565403,-3.513798506,-3.638391275,-3.666471666
b1786,-3.545094338,-3.751638189,-3.682238486,-3.527010411,-3.390967347,-3.419931026
b1976,-3.610264013,-3.864686441,-3.711364657,-3.652915798,-3.670841562,-3.632309622
yfaL,-3.995138843,-4.162263119,-4.052331328,-3.951309151,-3.745847264,-3.746938319
b2504,-4.268816718,-4.447458004,-4.351485149,-4.303140477,-4.210436883,-4.226852303
b2760,-3.70261436,-3.727599505,-3.705304729,-3.541737449,-3.709981646,-3.726429368
b3024,-4.091165672,-4.166750285,-4.064128275,-3.952991661,-3.99008326,-4.01697501
b1432,-3.548493177,-3.694354757,-3.558986851,-3.458499319,-3.50780035,-3.506469904
b1627,-3.846914493,-3.93668822,-3.910755081,-3.754066703,-3.850015778,-3.842551004
b1794,-3.681418144,-3.788195928,-3.732072321,-3.606623567,-3.545028713,-3.573583683
b1995,-3.920774465,-4.192174289,-3.926667508,-3.861942235,-3.613828594,-3.532365309
b2256,-3.865171691,-3.944791842,-3.863839844,-3.763720164,-3.696078402,-3.736117425
b2529,-3.789390709,-4.210679152,-4.00594081,-4.008209546,-3.921279321,-3.955397626
mazG,-3.393623031,-3.477751525,-3.447951256,-3.291933642,-3.356977303,-3.348112724
ygiE,-3.542196059,-3.858635085,-3.598122715,-3.464578359,-3.457736087,-3.405975399
ychJ,-4.010544902,-4.25008888,-4.166486792,-4.004197438,-4.068624969,-3.981174261
yddE,-3.244242094,-3.348417947,-3.413698632,-3.194512329,-3.29955298,-3.265871994
b1649,-4.228241511,-4.394365903,-4.423838556,-4.212802474,-4.205306758,-4.058166425
yebH,-4.020630572,-4.265762918,-4.294291863,-4.017785198,-4.031919719,-3.897444023
yefG,-3.941668446,-4.001871214,-4.081841518,-3.800627672,-4.031110953,-4.013145849
dedD,-3.825031729,-3.954657605,-3.92691885,-3.770538622,-3.798966412,-3.72683081
yfiH,-3.905493128,-3.999659408,-4.056245744,-3.829791923,-3.951543204,-3.884936378
b2846,-3.818886104,-3.887357633,-3.937446933,-3.620432738,-3.766800028,-3.683500779
yciC,-4.106194482,-4.310228341,-4.233374359,-4.142065083,-4.094708497,-4.085804719
b1491,-3.150898408,-3.351644678,-3.231784361,-3.109420925,-3.188464496,-3.141092086
b1668,-3.277484807,-3.4323027,-3.348528433,-3.205760247,-3.30757536,-3.258585069
b1836,-4.191947192,-4.791076602,-4.284916305,-4.323063229,-4.255132937,-4.092141719
b2060,-3.218285812,-3.354322484,-3.281043924,-3.152782931,-3.260178802,-3.245800846
b2343,-4.118187195,-4.234610183,-4.188960788,-4.087835911,-4.071916604,-3.968439374
b2612,-3.809055668,-4.042291492,-3.927153909,-3.781778946,-3.753254555,-3.678104409
b2857,-4.757224047,-5.111743457,-4.837634387,-4.871332549,-4.947913494,-4.88887073
yciM,-3.578973305,-3.958493418,-3.709166273,-3.589433168,-3.490023719,-3.473814146
b1509,-3.709047368,-4.335292509,-3.728152212,-3.727797315,-3.785321852,-3.780443462
b1678,-3.558472946,-3.729192367,-3.633894575,-3.467223765,-3.539849092,-3.521018478
yebF,-3.746422619,-4.360102224,-3.809298734,-3.73466449,-3.789477909,-3.649760061
b2081,-3.476880979,-3.680712966,-3.567377847,-3.373404283,-3.463799832,-3.461860502
b2358,-3.354392381,-4.056752002,-3.50709969,-3.269983035,-3.504587136,-3.48176641
b2627,-4.478450271,-4.766968847,-4.598688073,-4.551212612,-4.39603211,-4.188951919
b2876,-3.637943107,-3.776567297,-3.728564219,-3.513455546,-3.591559289,-3.537528958
b1317,-3.564928055,-3.735387896,-3.571541457,-3.500314299,-3.537338011,-3.528173296
b1522,-3.598194018,-3.879350556,-3.706397292,-3.57182933,-3.668924322,-3.662599305
b1687,-4.634161084,-5.059278267,-4.811482146,-4.693534442,-4.701991765,-4.692213845
yebC,-4.321045946,-5.287510267,-4.520863736,-4.448795759,-4.474938328,-4.526046408
b3068,-3.880504468,-3.931655976,-3.833392415,-4.005611967,-3.748922122,-3.671411041
yheK,-3.633555695,-3.768950454,-3.704574545,-3.771569499,-3.675911275,-3.648620636
yibA,-3.479206967,-3.178386348,-3.554403184,-3.566468155,-3.154083531,-3.084485272
yijI,-4.110188889,-4.135868819,-4.15094657,-4.182969104,-4.056829385,-4.022388452
yjiH,-3.535374878,-3.664540924,-3.657705768,-3.430394271,-3.522858712,-3.508154078
b1636,-3.564431122,-3.748136436,-3.744127454,-3.480478645,-3.586476847,-3.606778049
yhbP,-3.248826556,-3.97222544,-3.59210211,-2.984054369,-3.135065512,-3.072240142
b3441,-3.980092272,-4.712765635,-4.239166394,-3.702149229,-3.614140778,-3.405800714
b3776,-3.472863821,-3.938804075,-3.808941698,-3.126659691,-3.262813561,-3.234471496
phnB,-4.08712928,-4.687737801,-4.251886184,-4.039668727,-3.943254044,-3.976234323
b4341,-2.690639389,-3.43164496,-3.227545777,-2.636862063,-3.038685071,-3.013142699
yibK,-3.697768725,-4.230522662,-4.095333079,-3.598710767,-3.706460858,-3.717074373
yrbA,-3.876007853,-4.203744268,-4.200686836,-3.781681003,-3.853624816,-3.798989279
yhhP,-5.284341858,-5.757151066,-5.61153549,-5.314375707,-4.580569654,-4.614823916
yigF,-3.929967244,-3.969483992,-4.109599473,-3.700345442,-3.794495721,-3.792631347
yjdC,-3.854091465,-4.26422854,-4.046544343,-3.764696093,-3.702251889,-3.647922319
yjjS,-3.468468935,-3.524572029,-3.633828977,-3.364431006,-3.470599596,-3.475283654
yhbN,-3.434087379,-3.700459326,-3.727861792,-3.401682204,-3.468564849,-3.475994755
yhiJ,-3.656247232,-3.819862947,-3.709174868,-3.58321833,-3.632514177,-3.632844827
yigO,-3.817081435,-4.015990938,-3.928665944,-3.72157176,-3.680410998,-3.696842708
yjeQ,-3.682840837,-3.891814633,-3.778732374,-3.66373525,-3.638338024,-3.703131809
gpmB,-3.544629478,-3.456506454,-3.510134452,-3.287660747,-3.393617672,-3.399988381
b3219,-4.02771008,-4.133557862,-4.010319345,-3.877849955,-4.087259306,-4.108477028
yhiS,-3.366775391,-3.392013612,-3.205153285,-3.124102537,-3.41289864,-3.443186987
yigW_,-4.042930578,-4.074176756,-4.066692605,-3.925809923,-3.882264098,-3.917753508
yjfH,-3.922010604,-3.901207931,-3.897237584,-3.788333539,-3.828970704,-3.833150866
b3242,-4.324515205,-4.45255166,-4.437883396,-4.329061828,-4.230189939,-4.273186028
yhjH,-3.596638001,-3.661779063,-3.578337105,-3.412071674,-3.420665027,-3.391085939
yihI,-4.285276401,-4.307260906,-4.187242636,-4.161117556,-4.026859574,-4.037897475
yjfR,-3.791765507,-3.847582554,-3.764000889,-3.616604746,-3.542340156,-3.546989537
b4251,-3.831543321,-3.885783525,-3.989444816,-3.803918657,-3.903446759,-3.84280539
b0538,-3.553976529,-3.705930565,-3.713332123,-3.556733941,-3.644158379,-3.549344243
b3263,-5.043402908,-5.115919145,-5.143513612,-4.961973709,-4.713290437,-4.832130229
yhjU,-4.402724203,-4.81746821,-4.422875286,-4.480626941,-4.078701187,-4.109638704
yiiF,-3.917856334,-4.220133846,-3.990898951,-3.87718815,-3.784880062,-3.814225421
